                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 0.6509,                0.62155,                 1.0731,                0.93246,                0.87973,                0.94061,                0.79527,                0.62949,                0.50468,                 1.0068,             0.00037471,             0.00037471,             0.00037471
                     26,                0.66093,                0.64398,                 1.0639,                0.97381,                0.90671,                0.94723,                0.80641,                0.64243,                0.50231,                 1.0311,             0.00036057,             0.00036057,             0.00036057
                     27,                0.64426,                0.59983,                 1.0581,                0.97486,                0.89997,                0.94809,                0.81396,                0.59334,                0.46336,                0.99835,             0.00034643,             0.00034643,             0.00034643
                     28,                0.63105,                0.57861,                 1.0489,                0.94872,                0.88622,                0.94661,                 0.7972,                 0.6534,                0.48013,                 1.0162,              0.0003323,              0.0003323,              0.0003323
                     29,                0.61772,                0.58934,                 1.0492,                0.94302,                 0.8881,                 0.9313,                0.80592,                0.54841,                 0.4611,                0.98061,             0.00031816,             0.00031816,             0.00031816
                     30,                0.60501,                0.56083,                 1.0363,                0.94242,                0.90227,                0.94457,                0.81747,                  0.568,                0.43529,                0.97506,             0.00030402,             0.00030402,             0.00030402
                     31,                0.61151,                0.57239,                 1.0401,                0.94886,                0.89665,                0.93771,                 0.7952,                0.63071,                0.47376,                  1.011,             0.00028988,             0.00028988,             0.00028988
                     32,                0.58655,                0.54246,                 1.0249,                0.97956,                0.89002,                0.95399,                0.83121,                0.55052,                0.41254,                0.98037,             0.00027575,             0.00027575,             0.00027575
                     33,                0.59666,                0.53296,                 1.0319,                0.96338,                0.89097,                0.94975,                 0.8264,                 0.5591,                0.41987,                0.95914,             0.00026161,             0.00026161,             0.00026161
                     34,                 0.5615,                0.51071,                 1.0068,                0.94183,                0.91754,                0.94511,                0.82522,                0.54794,                0.39535,                0.97319,             0.00024747,             0.00024747,             0.00024747
                     35,                0.57878,                0.50846,                 1.0248,                0.95829,                 0.9138,                0.95183,                0.84027,                0.53751,                0.39087,                0.96541,             0.00023334,             0.00023334,             0.00023334
                     36,                0.55684,                 0.4802,                 1.0161,                 0.9655,                 0.9032,                0.95509,                0.83095,                0.52768,                0.40382,                0.96184,              0.0002192,              0.0002192,              0.0002192
                     37,                0.54763,                0.47948,                 1.0003,                0.97427,                0.91211,                0.95922,                0.83777,                0.54137,                0.37895,                0.94964,             0.00020506,             0.00020506,             0.00020506
                     38,                 0.5424,                0.47597,                 1.0004,                0.95712,                0.91949,                0.95575,                0.84542,                0.49417,                 0.3922,                  0.932,             0.00019092,             0.00019092,             0.00019092
                     39,                0.54122,                0.46942,                 1.0063,                0.97878,                0.90802,                0.95658,                0.85051,                0.49928,                0.36902,                0.93976,             0.00017679,             0.00017679,             0.00017679
                     40,                0.51324,                0.44887,                0.98326,                 0.9708,                0.90748,                0.94906,                0.84867,                0.50682,                0.36712,                 0.9348,             0.00016265,             0.00016265,             0.00016265
                     41,                0.44459,                0.33952,                0.92901,                0.97593,                 0.9142,                0.95187,                0.84871,                 0.4984,                0.36234,                0.92745,             0.00014851,             0.00014851,             0.00014851
                     42,                0.43575,                0.32645,                 0.9277,                0.97961,                0.90285,                0.94819,                0.84788,                0.48198,                0.35794,                0.93491,             0.00013437,             0.00013437,             0.00013437
                     43,                 0.4309,                0.31851,                0.90632,                0.97705,                0.90923,                0.94912,                0.84954,                0.47631,                0.35636,                0.93289,             0.00012024,             0.00012024,             0.00012024
                     44,                0.42461,                0.31072,                0.91102,                 0.9746,                0.90634,                0.94719,                 0.8403,                0.48341,                0.35594,                0.93368,              0.0001061,              0.0001061,              0.0001061
                     45,                0.40195,                0.29441,                0.90456,                0.95721,                0.89843,                 0.9453,                 0.8441,                0.47211,                0.35787,                0.92999,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     46,                0.39376,                0.28785,                0.89495,                0.96399,                0.92006,                0.94633,                0.84825,                0.45515,                0.34943,                 0.9195,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     47,                0.37771,                0.27617,                0.88992,                0.97839,                0.91114,                 0.9487,                 0.8558,                0.44986,                0.33901,                0.90774,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     48,                0.36625,                0.26566,                0.88461,                0.97757,                0.91619,                0.95363,                0.85668,                0.46429,                0.34239,                0.91611,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     49,                0.36725,                0.26033,                0.88083,                0.97448,                0.91125,                0.94894,                0.86316,                0.43968,                0.32873,                 0.9066,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     50,                0.36456,                 0.2553,                0.88243,                0.96567,                0.91672,                0.95263,                0.86293,                0.44561,                0.33153,                0.90806,             2.1277e-05,             2.1277e-05,             2.1277e-05
