                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.085,                 3.5537,                 1.3095,                0.84927,                0.25802,                0.37825,                0.27412,                0.94165,                 3.3849,                 1.2276,             0.00023397,             0.00023397,             0.00023397
